Unnamed: 0,DOI,author,year,title,fname,retrieved
1683,10.2136/sssaj1990.03615995005400060037x,sturgul,1990,tillage and canopy cover effects on interrill erosion from 1st-year alfalfa,sturgul1990,False
1684,10.2136/sssaj1990.03615995005400060039x,bruce,1990,tillage and crop rotation effect on characteristics of a sandy surface soil,bruce1990,False
1685,10.2136/sssaj1991.03615995005500020019x,eckert,1991,chemical attributes of soils subjected to no-till cropping with rye cover crops,eckert1991,True
1686,10.2136/sssaj1992.03615995005600050046x,bruce,1992,soil surface modification by biomass inputs affecting rainfall infiltration,bruce1992a,True
1687,10.2136/sssaj1992.03615995005600050047x,mulia,1992,temporal variation in aggregate stability on conventional and alternative farms,mulia1992,True
1688,10.2136/sssaj1993.03615995005700020030x,hill,1993,tillage and wheel traffic effects on runoff and sediment losses from crop interrows,hill1993,True
1689,10.2136/sssaj1993.03615995005700020034x,mahboubi,1993,twenty-eight years of tillage effects on two soils in ohio,mahboubi1993,False
1690,10.2136/sssaj1993.03615995005700060032x,dao,1993,tillage and winter wheat residue management effects on water infiltration and storage,dao1993,True
1691,10.2136/sssaj1994.03615995005800050029x,mccracken,1994,nitrate leaching as influenced by cover cropping and nitrogen source,mccracken1994,True
1692,10.2136/sssaj1994.03615995005800050038x,guilick,1994,cover-crop-enhanced water infiltration of a slowly permeable fine sandy loam,guilick1994,True
1693,10.2136/sssaj1994.03615995005800060029x,pierce,1994,periodic plowing effects on soil properties in a no-till farming system,pierce1994,True
1694,10.2136/sssaj1995.03615995005900020038x,wollenhaupt,1995,erosion from alfalfa established with oat under conservation tillage,wollenhaupt1995,True
1695,10.2136/sssaj1996.03615995006000040048x,azooz,1996,pore size distribution and hydraulic conductivity affected by tillage in northwestern canada,azooz1996,True
1696,10.2136/sssaj1996.03615995006000050038x,droogers,1996,biodynamic vs. conventional farming effects on soil structure expressed by simulated potential productivity,droogers1996,True
1697,10.2136/sssaj1997.03615995006100010022x,kuo,2017,winter cover crop effects on soil organic carbon and carbohydrate in soil,kuo2017,False
1698,10.2136/sssaj1998.03615995006200060031x,wander,1998,tillage impacts on depth distribution of total and particulate organic matter in three illinois soils,wander1998,True
1699,10.2136/sssaj1999.03615995006300020009x,maroko,1999,soil phosphorus fractions in unfertilized fallow-maize systems on two tropical soils,maroko1999,True
1700,10.2136/sssaj1999.634873x,mendes,1999,microbial biomass and activities in soil aggregates affected by winter cover crops,mendes1999,True
1701,10.2136/sssaj1999.6351335x,hussain,1999,long-term tillage effects on soil chemical properties and organic matter fraction,hussain1999,True
1702,10.2136/sssaj2000.641170x,daroub,2000,phosphorus fractions and fate of phosphorus-33 in soils under plowing and no-tillage,daroub2000,True
1703,10.2136/sssaj2000.641339x,kettler,2000,soil quality assessment after weed-control tillage in a no-till wheat-fallow cropping system,kettler2000,True
1704,10.2136/sssaj2000.641371x,kristensen,2000,effects of soil structure disturbance on mineralization of organic soil nitrogen,kristensen2000,True
1705,10.2136/sssaj2000.6451763x,yu,2000,characteristics and modeling of runoff hydrographs for different tillage treatments,yu2000,True
1706,10.2136/sssaj2001.6551486x,sa,2001,organic matter dynamics and carbon sequestration rates for a tillage chronosequence in a brazilian oxisol,sa2001,False
1707,10.2136/sssaj2002.1420,schutter,2002,microbial community profiles and activities among aggregates of winter fallow and cover-cropped soil,schutter2002,True
1708,10.2136/sssaj2002.1965,bossuyt,2002,aggregate-protected carbon in no-tillage and conventional tillage agroecosystems using carbon-14 labeled plant residue,bossuyt2002,True
1709,10.2136/sssaj2002.9060,halvorson,2002,"tillage, nitrogen, and cropping system effects on soil carbon sequestration",halvorson2002,True
1710,10.2136/sssaj2003.1831,fabrizzi,2003,soil carbon and nitrogen organic fractions in degraded vs,fabrizzi2003,True
1711,10.2136/sssaj2003.8670,drury,2003,impacts of zone tillage and red clover on corn performance and soil physical quality,drury2003,True
1712,10.2136/sssaj2004.0215,kong,2005,"the relationship between carbon input, aggregation, and soil organic carbon stabilization in sustainable cropping systems",kong2005,True
1713,10.2136/sssaj2004.0254,blanco-canqui,2005,strength properties and organic carbon of soils in the north appalachian region,blanco-canqui2005b,True
1714,10.2136/sssaj2004.0356,blanco-canqui,2005,mechanical properties and organic carbon of soil aggregates in the northern appalachians,blanco-canqui2005a,True
1715,10.2136/sssaj2004.0567,blanco-canqui,2004,tillage and crop influences on physical properties for an epiaqualf,blanco-canqui2004a,True
1716,10.2136/sssaj2004.1332,zheng,2004,"runoff, soil erosion, and erodibility of conservation reserve program land under crop and hay production",zheng2004,True
1717,10.2136/sssaj2004.1360,eynard,2004,aggregate sizes and stability in cultivated south dakota prairie ustolls and usterts,eynard2004a,True
1718,10.2136/sssaj2004.1394,vandenbygaart,2004,"persistence of soil organic carbon after plowing a long-term no-till field in southern ontario, canada",vandenbygaart2004,False
1719,10.2136/sssaj2004.1679,fuentes,2004,"hydraulic properties in a silt loam soil under natural prairie, conventional till, and no-till",fuentes2004,True
1720,10.2136/sssaj2004.1927,eynard,2004,porosity and pore-size distribution in cultivated ustolls and usterts,eynard2004b,True
1721,10.2136/sssaj2004.1935,denef,2004,carbon sequestration in microaggregates of no-tillage soils with different clay mineralogy,denef2004,True
1722,10.2136/sssaj2005.0083,omonode,2006,short-term versus continuous chisel and no-till effects on soil carbon and nitrogen,omonode2006,True
1723,10.2136/sssaj2005.0089,sainju,2006,tillage and crop rotation effects on dryland soil and residue carbon and nitrogen,sainju2006c,True
1724,10.2136/sssaj2005.0115,larchevêque,2006,short-term effects of  sewage-sludge compost on a degraded mediterranean soil,larchevêque2006,True
1725,10.2136/sssaj2005.0160er,kennedy,2006,soil quality and water intake in traditional-till vs. no-till paired farms in washington's palouse region,kennedy2006,True
1726,10.2136/sssaj2005.0188,hooker,2005,long-term effects of tillage and corn stalk return on soil carbon dynamics,hooker2005a,True
1727,10.2136/sssaj2005.0249,mcvay,2006,management effects on soil physical properties in long-term tillage studies in kansas,mcvay2006a,True
1728,10.2136/sssaj2005.0334,pikul,2007,particulate organic matter and water-stable aggregation of soil under contrasting management,pikul2007,True
1729,10.2136/sssaj2005.0350,villamil,2006,no-till corn/soybean systems including winter cover crops,villamil2006a,True
1730,10.2136/sssaj2005.0355,blanco-canqui,2006,organic carbon influences on soil particle density and rheological properties,blanco-canqui2006,True
1731,10.2136/sssaj2005.0482,zotarelli,2005,impact of tillage and crop rotation on aggregate-associated carbon in two oxisols,zotarelli2005,True
1732,10.2136/sssaj2006.0010,venterea,2006,carbon and nitrogen storage are greater under biennial tillage in a minnesota corn-soybean rotation,venterea2006,True
1733,10.2136/sssaj2006.0170,godsey,2007,"changes in soil ph, organic carbon, and extractable aluminum from crop rotation and tillage",godsey2007,True
1734,10.2136/sssaj2006.0174,minoshima,2007,soil food webs and carbon dynamics in response to conservation tillage in california,minoshima2007,True
1735,10.2136/sssaj2006.0203,oorts,2007,modeling soil carbon and nitrogen dynamics in no-till and conventional tillage using pastis model,oorts2007a,True
1736,10.2136/sssaj2006.0217,zibilske,2007,"soil aggregation, aggregate carbon and nitrogen, and moisture retention induced by conservation tillage",zibilske2007,True
1737,10.2136/sssaj2006.0236,jiang,2007,landscape and conservation management effects on hydraulic properties of a claypan-soil toposequence,jiang2007a,True
1738,10.2136/sssaj2006.0310,alvaro-fuentes,2008,management effects on soil carbon dioxide fluxes under semiarid mediterranean conditions,alvaro-fuentes2008a,True
1739,10.2136/sssaj2006.0411,blanco-canqui,2007,impacts of long-term wheat straw management on soil hydraulic properties under no-tillage,blanco-canqui2007b,True
1740,10.2136/sssaj2007.0109,bayley,2008,water treatment  residuals and biosolids coapplications affect semiarid rangeland phosphorus cycling,bayley2008,True
1741,10.2136/sssaj2007.0121,franzluebbers,2008,early response of soil organic fractions to tillage and integrated crop-livestock production,franzluebbers2008b,True
1742,10.2136/sssaj2007.0164,alvaro-fuentes,2008,tillage effects on soil organic carbon fractions in mediterranean dryland agroecosystems,alvaro-fuentes2008b,True
1743,10.2136/sssaj2007.0184,pikul,2009,organic matter and water stability of field aggregates affected by tillage in south dakota,pikul2009,True
1744,10.2136/sssaj2007.0233,blanco-canqui,2008,no-tillage and soil-profile carbon sequestration: an on-farm assessment,blanco-canqui2008,True
1745,10.2136/sssaj2007.0243,sharifi,2008,response of potentially mineralizable soil nitrogen and indices of nitrogen availability to tillage system,sharifi2008,True
1746,10.2136/sssaj2007.0248,moebius,2008,long-term effects of harvesting maize stover and tillage on soil quality,moebius2008,True
1747,10.2136/sssaj2007.0250,bono,2008,tillage effects on soil carbon balance in a semiarid agroecosystem,bono2008,True
1748,10.2136/sssaj2007.0336,christopher,2009,regional study of no-till effects on carbon sequestration in midwestern united states,christopher2009,True
1749,10.2136/sssaj2007.0384,white,2009,tillage effects on microbial and carbon dynamics during plant residue decomposition,white2009,True
1750,10.2136/sssaj2007.0389,benjamin,2008,organic carbon effects on soil physical and hydraulic properties in a semiarid climate,benjamin2008,True
1751,10.2136/sssaj2007.0392,helgason,2009,fungal and bacterial abundance in long-term no-till and intensive-till soils of the northern great plains,helgason2009,True
1752,10.2136/sssaj2008.0006,poirier,2009,interactive effects of tillage and mineral fertilization on soil carbon profiles,poirier2009,True
1753,10.2136/sssaj2008.0231,muruganandam,2009,activities of nitrogen-mineralization enzymes associated with soil aggregate size fractions of three tillage systems,muruganandam2009,True
1754,10.2136/sssaj2008.0333,alvaro-fuentes,2009,soil aggregation and soil organic carbon stabilization: effects of management in semiarid mediterranean agroecosystems,alvaro-fuentes2009,True
1755,10.2136/sssaj2008.0353,blanco-canqui,2009,"no-till induced increase in organic carbon reduces maximum bulk density of soils. , 73(6), ",blanco-canqui2009a,True
1756,10.2136/sssaj2008.0392,senthilkumar,2009,topography influences management system effects on total soil carbon and nitrogen,senthilkumar2009,True
1757,10.2136/sssaj2008.0401,blanco-canqui,2009,regional study of no-till impacts on near-surface aggregate properties that influence soil erodibility,blanco-canqui2009c,True
1758,10.2136/sssaj2008.0415,watts,2010,long-term tillage and poultry litter impacts soil carbon and nitrogen mineralization and fertility,watts2010a,True
1759,10.2136/sssaj2009.0006,muruganandam,2010,nitrogen transformations and microbial communities in soil aggregates from three tillage systems,muruganandam2010,True
1760,10.2136/sssaj2009.0015,levi,2010,land management effects on near-surface soil properties of southeastern u.s. coastal plain kandiudults,levi2010a,True
